Source,Target,Relation,,
dayem_hossin,jovanhaye,friend_of_friend
dayem_hossin,Ujjwal_krishna,friend_of_friend
dayem_hossin,CrazyFunnyVidzz,friend_of_friend
dayem_hossin,briittneywhite1,friend_of_friend
dayem_hossin,Uncuthumazangwa,friend_of_friend
dayem_hossin,soyonrs,friend_of_friend
dayem_hossin,ParisAMDParis,friend_of_friend
dayem_hossin,dayemkhan11,friend_of_friend
dayem_hossin,mini_aurelio,friend_of_friend
dayem_hossin,spainlyf,friend_of_friend
dayem_hossin,ilovequotebooks,friend_of_friend
dayem_hossin,viral_tube,friend_of_friend
@BJP4Bengal,kpmaurya1,friend
NarayanTiwARY12,kpmaurya1,follower_of_friend
Keshabk53638703,kpmaurya1,follower_of_friend
ShivaGo13381622,kpmaurya1,follower_of_friend
s7m33BpO1odc0mN,kpmaurya1,follower_of_friend
RK00031851,kpmaurya1,follower_of_friend
mmmrdx,kpmaurya1,follower_of_friend
sumeshkumarsi15,kpmaurya1,follower_of_friend
Ravindra2498,kpmaurya1,follower_of_friend
Amit00715236,kpmaurya1,follower_of_friend
Shubhamsammi174,kpmaurya1,follower_of_friend
AnilMau75945965,kpmaurya1,follower_of_friend
Priyank63874296,kpmaurya1,follower_of_friend
Deepraj08183053,kpmaurya1,follower_of_friend
sHUBHAM81615690,kpmaurya1,follower_of_friend
AnilKum49589001,kpmaurya1,follower_of_friend
NurjamalT,kpmaurya1,follower_of_friend
Harshit56376856,kpmaurya1,follower_of_friend
SalimHu94821734,kpmaurya1,follower_of_friend
RishiTr96181376,kpmaurya1,follower_of_friend
ManojGa00671990,kpmaurya1,follower_of_friend
kpmaurya1,NarayanTiwARY12,friend_of_friend
kpmaurya1,Keshabk53638703,friend_of_friend
kpmaurya1,ShivaGo13381622,friend_of_friend
kpmaurya1,s7m33BpO1odc0mN,friend_of_friend
kpmaurya1,RK00031851,friend_of_friend
kpmaurya1,mmmrdx,friend_of_friend
kpmaurya1,sumeshkumarsi15,friend_of_friend
kpmaurya1,Ravindra2498,friend_of_friend
kpmaurya1,Amit00715236,friend_of_friend
kpmaurya1,Shubhamsammi174,friend_of_friend
kpmaurya1,AnilMau75945965,friend_of_friend
kpmaurya1,Priyank63874296,friend_of_friend
kpmaurya1,Deepraj08183053,friend_of_friend
kpmaurya1,sHUBHAM81615690,friend_of_friend
kpmaurya1,AnilKum49589001,friend_of_friend
kpmaurya1,NurjamalT,friend_of_friend
kpmaurya1,Harshit56376856,friend_of_friend
kpmaurya1,SalimHu94821734,friend_of_friend
kpmaurya1,RishiTr96181376,friend_of_friend
kpmaurya1,ManojGa00671990,friend_of_friend
@BJP4Bengal,MinOfCultureGoI,friend
Rutvi14996826,MinOfCultureGoI,follower_of_friend
SonuSahuS1,MinOfCultureGoI,follower_of_friend
chandan19321359,MinOfCultureGoI,follower_of_friend
AastaJain,MinOfCultureGoI,follower_of_friend
rathore1609,MinOfCultureGoI,follower_of_friend
Erprabhatkumar1,MinOfCultureGoI,follower_of_friend
RameshM95407857,MinOfCultureGoI,follower_of_friend
chinnatej51,MinOfCultureGoI,follower_of_friend
NitinThombare18,MinOfCultureGoI,follower_of_friend
b600aa1401434db,MinOfCultureGoI,follower_of_friend
DEEPAKK22653955,MinOfCultureGoI,follower_of_friend
Manjush02274644,MinOfCultureGoI,follower_of_friend
JogiMain,MinOfCultureGoI,follower_of_friend
Sandeepmandyal3,MinOfCultureGoI,follower_of_friend
PragalbhVatsal,MinOfCultureGoI,follower_of_friend
SarmahBabli,MinOfCultureGoI,follower_of_friend
VinayakKumarGa4,MinOfCultureGoI,follower_of_friend
SHIVANSHkhard,MinOfCultureGoI,follower_of_friend
k_manoj7,MinOfCultureGoI,follower_of_friend
DimpalY01328170,MinOfCultureGoI,follower_of_friend
MinOfCultureGoI,Rutvi14996826,friend_of_friend
MinOfCultureGoI,SonuSahuS1,friend_of_friend
MinOfCultureGoI,chandan19321359,friend_of_friend
MinOfCultureGoI,AastaJain,friend_of_friend
MinOfCultureGoI,rathore1609,friend_of_friend
MinOfCultureGoI,Erprabhatkumar1,friend_of_friend
MinOfCultureGoI,RameshM95407857,friend_of_friend
MinOfCultureGoI,chinnatej51,friend_of_friend
MinOfCultureGoI,NitinThombare18,friend_of_friend
MinOfCultureGoI,b600aa1401434db,friend_of_friend
MinOfCultureGoI,DEEPAKK22653955,friend_of_friend
MinOfCultureGoI,Manjush02274644,friend_of_friend
MinOfCultureGoI,JogiMain,friend_of_friend
MinOfCultureGoI,Sandeepmandyal3,friend_of_friend
MinOfCultureGoI,PragalbhVatsal,friend_of_friend
MinOfCultureGoI,SarmahBabli,friend_of_friend
MinOfCultureGoI,VinayakKumarGa4,friend_of_friend
MinOfCultureGoI,SHIVANSHkhard,friend_of_friend
MinOfCultureGoI,k_manoj7,friend_of_friend
MinOfCultureGoI,DimpalY01328170,friend_of_friend
@BJP4Bengal,prahladspatel,friend
Radhesh15196022,prahladspatel,follower_of_friend
AkaashParasar,prahladspatel,follower_of_friend
NileshR73605816,prahladspatel,follower_of_friend
SameerK94625500,prahladspatel,follower_of_friend
ThausenAshina,prahladspatel,follower_of_friend
ThakurV74715878,prahladspatel,follower_of_friend
Satyend58218091,prahladspatel,follower_of_friend
vashugautam98,prahladspatel,follower_of_friend
DebnathShaw3,prahladspatel,follower_of_friend
RathodS36905184,prahladspatel,follower_of_friend
bais_ravikant,prahladspatel,follower_of_friend
madhjipatel,prahladspatel,follower_of_friend
PankajT22089004,prahladspatel,follower_of_friend
mishra_vivek82,prahladspatel,follower_of_friend
ANKITABVP1994,prahladspatel,follower_of_friend
ManishDubeymnp,prahladspatel,follower_of_friend
999Kuldip,prahladspatel,follower_of_friend
CharanS70510034,prahladspatel,follower_of_friend
SonuPat07202748,prahladspatel,follower_of_friend
RaviSha87238722,prahladspatel,follower_of_friend
prahladspatel,Radhesh15196022,friend_of_friend
prahladspatel,AkaashParasar,friend_of_friend
prahladspatel,NileshR73605816,friend_of_friend
prahladspatel,SameerK94625500,friend_of_friend
prahladspatel,ThausenAshina,friend_of_friend
prahladspatel,ThakurV74715878,friend_of_friend
prahladspatel,Satyend58218091,friend_of_friend
prahladspatel,vashugautam98,friend_of_friend
prahladspatel,DebnathShaw3,friend_of_friend
prahladspatel,RathodS36905184,friend_of_friend
prahladspatel,bais_ravikant,friend_of_friend
prahladspatel,madhjipatel,friend_of_friend
prahladspatel,PankajT22089004,friend_of_friend
prahladspatel,mishra_vivek82,friend_of_friend
prahladspatel,ANKITABVP1994,friend_of_friend
prahladspatel,ManishDubeymnp,friend_of_friend
prahladspatel,999Kuldip,friend_of_friend
prahladspatel,CharanS70510034,friend_of_friend
prahladspatel,SonuPat07202748,friend_of_friend
prahladspatel,RaviSha87238722,friend_of_friend
@BJP4Bengal,tourismgoi,friend
Rutvi14996826,tourismgoi,follower_of_friend
PatreSujeet,tourismgoi,follower_of_friend
PrinceJ28193257,tourismgoi,follower_of_friend
AastaJain,tourismgoi,follower_of_friend
DaneZonal,tourismgoi,follower_of_friend
Akhitri13,tourismgoi,follower_of_friend
RameshM95407857,tourismgoi,follower_of_friend
ashokya12365106,tourismgoi,follower_of_friend
bhaveshdave5819,tourismgoi,follower_of_friend
NitinThombare18,tourismgoi,follower_of_friend
Manjush02274644,tourismgoi,follower_of_friend
JogiMain,tourismgoi,follower_of_friend
SarmahBabli,tourismgoi,follower_of_friend
VinayakKumarGa4,tourismgoi,follower_of_friend
27c16a5fdb5d4c0,tourismgoi,follower_of_friend
AnkurPa65015989,tourismgoi,follower_of_friend
999Kuldip,tourismgoi,follower_of_friend
datta_labade,tourismgoi,follower_of_friend
prashantsndt,tourismgoi,follower_of_friend
Atulver15663648,tourismgoi,follower_of_friend
tourismgoi,Rutvi14996826,friend_of_friend
tourismgoi,PatreSujeet,friend_of_friend
tourismgoi,PrinceJ28193257,friend_of_friend
tourismgoi,AastaJain,friend_of_friend
tourismgoi,DaneZonal,friend_of_friend
tourismgoi,Akhitri13,friend_of_friend
tourismgoi,RameshM95407857,friend_of_friend
tourismgoi,ashokya12365106,friend_of_friend
tourismgoi,bhaveshdave5819,friend_of_friend
tourismgoi,NitinThombare18,friend_of_friend
tourismgoi,Manjush02274644,friend_of_friend
tourismgoi,JogiMain,friend_of_friend
tourismgoi,SarmahBabli,friend_of_friend
tourismgoi,VinayakKumarGa4,friend_of_friend
tourismgoi,27c16a5fdb5d4c0,friend_of_friend
tourismgoi,AnkurPa65015989,friend_of_friend
tourismgoi,999Kuldip,friend_of_friend
tourismgoi,datta_labade,friend_of_friend
tourismgoi,prashantsndt,friend_of_friend
tourismgoi,Atulver15663648,friend_of_friend
@BJP4Bengal,SuvenduWB,friend
loneharsh,SuvenduWB,follower_of_friend
Prakash41998410,SuvenduWB,follower_of_friend
gr8pvd,SuvenduWB,follower_of_friend
SandeepBhowmik3,SuvenduWB,follower_of_friend
kushpawar31,SuvenduWB,follower_of_friend
BubaiRa00981942,SuvenduWB,follower_of_friend
Techumanly,SuvenduWB,follower_of_friend
Jenish_P_Patel,SuvenduWB,follower_of_friend
FForcorruption,SuvenduWB,follower_of_friend
neemanarendra,SuvenduWB,follower_of_friend
trilingadesamu,SuvenduWB,follower_of_friend
MrigankaBorah1,SuvenduWB,follower_of_friend
SandipanBagui4,SuvenduWB,follower_of_friend
HerjinderSing12,SuvenduWB,follower_of_friend
MDabulK61200365,SuvenduWB,follower_of_friend
SolankiARJUNA1,SuvenduWB,follower_of_friend
adurga_rao84,SuvenduWB,follower_of_friend
genuine_hindu,SuvenduWB,follower_of_friend
bookworm1427,SuvenduWB,follower_of_friend
Bhawani931,SuvenduWB,follower_of_friend
SuvenduWB,loneharsh,friend_of_friend
SuvenduWB,Prakash41998410,friend_of_friend
SuvenduWB,gr8pvd,friend_of_friend
SuvenduWB,SandeepBhowmik3,friend_of_friend
SuvenduWB,kushpawar31,friend_of_friend
SuvenduWB,BubaiRa00981942,friend_of_friend
SuvenduWB,Techumanly,friend_of_friend
SuvenduWB,Jenish_P_Patel,friend_of_friend
SuvenduWB,FForcorruption,friend_of_friend
SuvenduWB,neemanarendra,friend_of_friend
SuvenduWB,trilingadesamu,friend_of_friend
SuvenduWB,MrigankaBorah1,friend_of_friend
SuvenduWB,SandipanBagui4,friend_of_friend
SuvenduWB,HerjinderSing12,friend_of_friend
SuvenduWB,MDabulK61200365,friend_of_friend
SuvenduWB,SolankiARJUNA1,friend_of_friend
SuvenduWB,adurga_rao84,friend_of_friend
SuvenduWB,genuine_hindu,friend_of_friend
SuvenduWB,bookworm1427,friend_of_friend
SuvenduWB,Bhawani931,friend_of_friend
@BJP4Bengal,mansukhmandviya,friend
SidhdharthDong4,mansukhmandviya,follower_of_friend
SajidSh31790115,mansukhmandviya,follower_of_friend
PareshM83357661,mansukhmandviya,follower_of_friend
DarshakMorvadi1,mansukhmandviya,follower_of_friend
captni3,mansukhmandviya,follower_of_friend
Jenish_P_Patel,mansukhmandviya,follower_of_friend
DIGVIJAYSINHD18,mansukhmandviya,follower_of_friend
nikhilkalia1356,mansukhmandviya,follower_of_friend
satish583,mansukhmandviya,follower_of_friend
YogeshVairagi2,mansukhmandviya,follower_of_friend
DeepakB94626015,mansukhmandviya,follower_of_friend
DEEPAKA01168674,mansukhmandviya,follower_of_friend
ManishDubeymnp,mansukhmandviya,follower_of_friend
aratsinhl,mansukhmandviya,follower_of_friend
Chaudha47996711,mansukhmandviya,follower_of_friend
ranjithmohanraj,mansukhmandviya,follower_of_friend
rakeshs72503460,mansukhmandviya,follower_of_friend
VIPULKAKADIYA19,mansukhmandviya,follower_of_friend
ParmarK84810021,mansukhmandviya,follower_of_friend
kalaivanank3,mansukhmandviya,follower_of_friend
mansukhmandviya,SidhdharthDong4,friend_of_friend
mansukhmandviya,SajidSh31790115,friend_of_friend
mansukhmandviya,PareshM83357661,friend_of_friend
mansukhmandviya,DarshakMorvadi1,friend_of_friend
mansukhmandviya,captni3,friend_of_friend
mansukhmandviya,Jenish_P_Patel,friend_of_friend
mansukhmandviya,DIGVIJAYSINHD18,friend_of_friend
mansukhmandviya,nikhilkalia1356,friend_of_friend
mansukhmandviya,satish583,friend_of_friend
mansukhmandviya,YogeshVairagi2,friend_of_friend
mansukhmandviya,DeepakB94626015,friend_of_friend
mansukhmandviya,DEEPAKA01168674,friend_of_friend
mansukhmandviya,ManishDubeymnp,friend_of_friend
mansukhmandviya,aratsinhl,friend_of_friend
mansukhmandviya,Chaudha47996711,friend_of_friend
mansukhmandviya,ranjithmohanraj,friend_of_friend
mansukhmandviya,rakeshs72503460,friend_of_friend
mansukhmandviya,VIPULKAKADIYA19,friend_of_friend
mansukhmandviya,ParmarK84810021,friend_of_friend
mansukhmandviya,kalaivanank3,friend_of_friend
@BJP4Bengal,drnarottammisra,friend
AdityaP49915883,drnarottammisra,follower_of_friend
Radhesh15196022,drnarottammisra,follower_of_friend
MrayanKhanoo1,drnarottammisra,follower_of_friend
Govind45818028,drnarottammisra,follower_of_friend
SkMoury28581616,drnarottammisra,follower_of_friend
AnilMau75945965,drnarottammisra,follower_of_friend
SameerK94625500,drnarottammisra,follower_of_friend
RajendraYadqv,drnarottammisra,follower_of_friend
NileshR73605816,drnarottammisra,follower_of_friend
1976pradeep,drnarottammisra,follower_of_friend
HarunRa64380456,drnarottammisra,follower_of_friend
NAVNEETKUMARP16,drnarottammisra,follower_of_friend
Sachintyagitya1,drnarottammisra,follower_of_friend
VinaySinghRich1,drnarottammisra,follower_of_friend
Robin73144309,drnarottammisra,follower_of_friend
APOORVS55463526,drnarottammisra,follower_of_friend
Ankitap47211097,drnarottammisra,follower_of_friend
ThakurV74715878,drnarottammisra,follower_of_friend
VikramS11240803,drnarottammisra,follower_of_friend
bairagi_kevat,drnarottammisra,follower_of_friend
drnarottammisra,AdityaP49915883,friend_of_friend
drnarottammisra,Radhesh15196022,friend_of_friend
drnarottammisra,MrayanKhanoo1,friend_of_friend
drnarottammisra,Govind45818028,friend_of_friend
drnarottammisra,SkMoury28581616,friend_of_friend
drnarottammisra,AnilMau75945965,friend_of_friend
drnarottammisra,SameerK94625500,friend_of_friend
drnarottammisra,RajendraYadqv,friend_of_friend
drnarottammisra,NileshR73605816,friend_of_friend
drnarottammisra,1976pradeep,friend_of_friend
drnarottammisra,HarunRa64380456,friend_of_friend
drnarottammisra,NAVNEETKUMARP16,friend_of_friend
drnarottammisra,Sachintyagitya1,friend_of_friend
drnarottammisra,VinaySinghRich1,friend_of_friend
drnarottammisra,Robin73144309,friend_of_friend
drnarottammisra,APOORVS55463526,friend_of_friend
drnarottammisra,Ankitap47211097,friend_of_friend
drnarottammisra,ThakurV74715878,friend_of_friend
drnarottammisra,VikramS11240803,friend_of_friend
drnarottammisra,bairagi_kevat,friend_of_friend
@BJP4Bengal,rahulkhyal,friend
@BJP4Bengal,ritiksingh006,friend
@BJP4Bengal,SDUTTAOFFICIAL,friend
MumkinHai2,SDUTTAOFFICIAL,follower_of_friend
always_online4u,SDUTTAOFFICIAL,follower_of_friend
KapilPadhi,SDUTTAOFFICIAL,follower_of_friend
AkashDe28296848,SDUTTAOFFICIAL,follower_of_friend
halderbabai973,SDUTTAOFFICIAL,follower_of_friend
Jaytharwani2,SDUTTAOFFICIAL,follower_of_friend
Anujsingh5Anuj,SDUTTAOFFICIAL,follower_of_friend
Sushant28476478,SDUTTAOFFICIAL,follower_of_friend
AnuragB52599820,SDUTTAOFFICIAL,follower_of_friend
NilkamalMandal1,SDUTTAOFFICIAL,follower_of_friend
AtanuAtarthi1,SDUTTAOFFICIAL,follower_of_friend
iSOURAV_BAIDYA,SDUTTAOFFICIAL,follower_of_friend
RakeshSomani19,SDUTTAOFFICIAL,follower_of_friend
vnbinani,SDUTTAOFFICIAL,follower_of_friend
AbirSpeaks,SDUTTAOFFICIAL,follower_of_friend
sonu62916630,SDUTTAOFFICIAL,follower_of_friend
GauravAgr2,SDUTTAOFFICIAL,follower_of_friend
niladriabvp,SDUTTAOFFICIAL,follower_of_friend
RajuGho90390082,SDUTTAOFFICIAL,follower_of_friend
ImRimaBanerjee,SDUTTAOFFICIAL,follower_of_friend
SDUTTAOFFICIAL,MumkinHai2,friend_of_friend
SDUTTAOFFICIAL,always_online4u,friend_of_friend
SDUTTAOFFICIAL,KapilPadhi,friend_of_friend
SDUTTAOFFICIAL,AkashDe28296848,friend_of_friend
SDUTTAOFFICIAL,halderbabai973,friend_of_friend
SDUTTAOFFICIAL,Jaytharwani2,friend_of_friend
SDUTTAOFFICIAL,Anujsingh5Anuj,friend_of_friend
SDUTTAOFFICIAL,Sushant28476478,friend_of_friend
SDUTTAOFFICIAL,AnuragB52599820,friend_of_friend
SDUTTAOFFICIAL,NilkamalMandal1,friend_of_friend
SDUTTAOFFICIAL,AtanuAtarthi1,friend_of_friend
SDUTTAOFFICIAL,iSOURAV_BAIDYA,friend_of_friend
SDUTTAOFFICIAL,RakeshSomani19,friend_of_friend
SDUTTAOFFICIAL,vnbinani,friend_of_friend
SDUTTAOFFICIAL,AbirSpeaks,friend_of_friend
SDUTTAOFFICIAL,sonu62916630,friend_of_friend
SDUTTAOFFICIAL,GauravAgr2,friend_of_friend
SDUTTAOFFICIAL,niladriabvp,friend_of_friend
SDUTTAOFFICIAL,RajuGho90390082,friend_of_friend
SDUTTAOFFICIAL,ImRimaBanerjee,friend_of_friend
@BJP4Bengal,KhanSaumitra,friend
SandeepBhowmik3,KhanSaumitra,follower_of_friend
NW1fRstR3goNjEE,KhanSaumitra,follower_of_friend
Techumanly,KhanSaumitra,follower_of_friend
JethuSi99540871,KhanSaumitra,follower_of_friend
trilingadesamu,KhanSaumitra,follower_of_friend
HerjinderSing12,KhanSaumitra,follower_of_friend
SauravPrabhat1,KhanSaumitra,follower_of_friend
AbhilashSonkar8,KhanSaumitra,follower_of_friend
PadmawarRavi,KhanSaumitra,follower_of_friend
JaiHindusta,KhanSaumitra,follower_of_friend
manral_sunny,KhanSaumitra,follower_of_friend
Sidhart48559192,KhanSaumitra,follower_of_friend
Indrani44000527,KhanSaumitra,follower_of_friend
PankajK26597851,KhanSaumitra,follower_of_friend
AbishekSanyasi3,KhanSaumitra,follower_of_friend
DulwaniDhanraj,KhanSaumitra,follower_of_friend
bartolomewastah,KhanSaumitra,follower_of_friend
Jagannathgain19,KhanSaumitra,follower_of_friend
Sandhya71880940,KhanSaumitra,follower_of_friend
vvvv472,KhanSaumitra,follower_of_friend
KhanSaumitra,SandeepBhowmik3,friend_of_friend
KhanSaumitra,NW1fRstR3goNjEE,friend_of_friend
KhanSaumitra,Techumanly,friend_of_friend
KhanSaumitra,JethuSi99540871,friend_of_friend
KhanSaumitra,trilingadesamu,friend_of_friend
KhanSaumitra,HerjinderSing12,friend_of_friend
KhanSaumitra,SauravPrabhat1,friend_of_friend
KhanSaumitra,AbhilashSonkar8,friend_of_friend
KhanSaumitra,PadmawarRavi,friend_of_friend
KhanSaumitra,JaiHindusta,friend_of_friend
KhanSaumitra,manral_sunny,friend_of_friend
KhanSaumitra,Sidhart48559192,friend_of_friend
KhanSaumitra,Indrani44000527,friend_of_friend
KhanSaumitra,PankajK26597851,friend_of_friend
KhanSaumitra,AbishekSanyasi3,friend_of_friend
KhanSaumitra,DulwaniDhanraj,friend_of_friend
KhanSaumitra,bartolomewastah,friend_of_friend
KhanSaumitra,Jagannathgain19,friend_of_friend
KhanSaumitra,Sandhya71880940,friend_of_friend
KhanSaumitra,vvvv472,friend_of_friend
@BJP4Bengal,DrSukantaMajum1,friend
9679827950,DrSukantaMajum1,follower_of_friend
AnadiKumarJana1,DrSukantaMajum1,follower_of_friend
subholeads,DrSukantaMajum1,follower_of_friend
pushpen49524276,DrSukantaMajum1,follower_of_friend
Dharmen60618665,DrSukantaMajum1,follower_of_friend
prabirkghosh123,DrSukantaMajum1,follower_of_friend
MANIKLALGUHA1,DrSukantaMajum1,follower_of_friend
jitendr45587406,DrSukantaMajum1,follower_of_friend
SautamKar,DrSukantaMajum1,follower_of_friend
Supriya86066660,DrSukantaMajum1,follower_of_friend
JawedAk65581697,DrSukantaMajum1,follower_of_friend
AritraM34883373,DrSukantaMajum1,follower_of_friend
AmitBis34121361,DrSukantaMajum1,follower_of_friend
HANEEFKHANPAN12,DrSukantaMajum1,follower_of_friend
SouravS15823654,DrSukantaMajum1,follower_of_friend
2pcEnergy,DrSukantaMajum1,follower_of_friend
PrachiU66489331,DrSukantaMajum1,follower_of_friend
Vikramb71154248,DrSukantaMajum1,follower_of_friend
SuranginiB,DrSukantaMajum1,follower_of_friend
ArupNas35751367,DrSukantaMajum1,follower_of_friend
DrSukantaMajum1,9679827950,friend_of_friend
DrSukantaMajum1,AnadiKumarJana1,friend_of_friend
DrSukantaMajum1,subholeads,friend_of_friend
DrSukantaMajum1,pushpen49524276,friend_of_friend
DrSukantaMajum1,Dharmen60618665,friend_of_friend
DrSukantaMajum1,prabirkghosh123,friend_of_friend
DrSukantaMajum1,MANIKLALGUHA1,friend_of_friend
DrSukantaMajum1,jitendr45587406,friend_of_friend
DrSukantaMajum1,SautamKar,friend_of_friend
DrSukantaMajum1,Supriya86066660,friend_of_friend
DrSukantaMajum1,JawedAk65581697,friend_of_friend
